Loadstar Sensors LV-1000HS-10K - Log File
Sensor:,88
Samples/Sec:,1000
Test started at (approx):,3/23/2018 4:59 PM
Peak(lbf):,11.50
Low(lbf):,7.42
Time (sec),Reading (lbf) (88)
0.00000,7.42
0.00100,7.44
0.00200,7.53
0.00300,7.52
0.00400,7.51
0.00500,7.51
0.00600,7.51
0.00700,7.55
0.00800,7.50
0.00900,7.54
0.01000,7.58
0.01100,7.53
0.01200,7.52
0.01300,7.51
0.01400,7.52
0.01500,7.53
0.01600,7.51
0.01700,7.53
0.01800,7.51
0.01900,7.52
0.02000,7.55
0.02100,7.53
0.02200,7.53
0.02300,7.53
0.02400,7.53
0.02500,7.51
0.02600,7.52
0.02700,7.54
0.02800,7.53
0.02900,7.51
0.03000,7.48
0.03100,7.63
0.03200,7.53
0.03300,7.52
0.03400,7.53
0.03500,7.54
0.03600,7.53
0.03700,7.53
0.03800,7.54
0.03900,7.53
0.04000,7.51
0.04100,7.44
0.04200,7.54
0.04300,7.53
0.04400,7.53
0.04500,7.53
0.04600,7.54
0.04700,7.51
0.04800,7.53
0.04900,7.53
0.05000,7.43
0.05100,7.63
0.05200,7.53
0.05300,7.53
0.05400,7.53
0.05500,7.53
0.05600,7.52
0.05700,7.51
0.05800,7.54
0.05900,7.53
0.06000,7.58
0.06100,7.56
0.06200,7.54
0.06300,7.54
0.06400,7.54
0.06500,7.52
0.06600,7.54
0.06700,7.57
0.06800,7.55
0.06900,7.51
0.07000,7.61
0.07100,7.62
0.07200,7.54
0.07300,7.53
0.07400,7.53
0.07500,7.53
0.07600,7.52
0.07700,7.51
0.07800,7.54
0.07900,7.54
0.08000,7.51
0.08100,7.53
0.08200,7.54
0.08300,7.53
0.08400,7.53
0.08500,7.54
0.08600,7.54
0.08700,7.57
0.08800,7.56
0.08900,7.55
0.09000,7.49
0.09100,7.48
0.09200,7.55
0.09300,7.54
0.09400,7.53
0.09500,7.53
0.09600,7.55
0.09700,7.54
0.09800,7.54
0.09900,7.55
0.10000,7.58
0.10100,7.63
0.10200,7.54
0.10300,7.55
0.10400,7.54
0.10500,7.55
0.10600,7.54
0.10700,7.56
0.10800,7.58
0.10900,7.57
0.11000,7.53
0.11100,7.49
0.11200,7.56
0.11300,7.57
0.11400,7.55
0.11500,7.55
0.11600,7.55
0.11700,7.55
0.11800,7.55
0.11900,7.55
0.12000,7.67
0.12100,7.63
0.12200,7.57
0.12300,7.57
0.12400,7.54
0.12500,7.55
0.12600,7.55
0.12700,7.55
0.12800,7.53
0.12900,7.59
0.13000,7.48
0.13100,7.46
0.13200,7.56
0.13300,7.57
0.13400,7.57
0.13500,7.57
0.13600,7.54
0.13700,7.57
0.13800,7.57
0.13900,7.57
0.14000,7.59
0.14100,7.59
0.14200,7.57
0.14300,7.57
0.14400,7.55
0.14500,7.55
0.14600,7.59
0.14700,7.62
0.14800,7.59
0.14900,7.55
0.15000,7.66
0.15100,7.62
0.15200,7.56
0.15300,7.57
0.15400,7.58
0.15500,7.58
0.15600,7.55
0.15700,7.56
0.15800,7.58
0.15900,7.58
0.16000,7.54
0.16100,7.53
0.16200,7.58
0.16300,7.57
0.16400,7.58
0.16500,7.58
0.16600,7.60
0.16700,7.60
0.16800,7.56
0.16900,7.56
0.17000,7.49
0.17100,7.53
0.17200,7.58
0.17300,7.57
0.17400,7.58
0.17500,7.57
0.17600,7.57
0.17700,7.56
0.17800,7.57
0.17900,7.59
0.18000,7.64
0.18100,7.60
0.18200,7.57
0.18300,7.58
0.18400,7.58
0.18500,7.58
0.18600,7.58
0.18700,7.62
0.18800,7.63
0.18900,7.59
0.19000,7.49
0.19100,7.56
0.19200,7.60
0.19300,7.59
0.19400,7.57
0.19500,7.57
0.19600,7.58
0.19700,7.59
0.19800,7.57
0.19900,7.59
0.20000,7.62
0.20100,7.67
0.20200,7.59
0.20300,7.59
0.20400,7.58
0.20500,7.58
0.20600,7.59
0.20700,7.63
0.20800,7.63
0.20900,7.60
0.21000,7.67
0.21100,7.57
0.21200,7.59
0.21300,7.60
0.21400,7.60
0.21500,7.60
0.21600,7.59
0.21700,7.60
0.21800,7.59
0.21900,7.58
0.22000,7.55
0.22100,7.65
0.22200,7.59
0.22300,7.58
0.22400,7.59
0.22500,7.58
0.22600,7.61
0.22700,7.57
0.22800,7.59
0.22900,7.60
0.23000,7.68
0.23100,7.67
0.23200,7.58
0.23300,7.59
0.23400,7.60
0.23500,7.60
0.23600,7.59
0.23700,7.60
0.23800,7.59
0.23900,7.60
0.24000,7.71
0.24100,7.53
0.24200,7.60
0.24300,7.61
0.24400,7.59
0.24500,7.59
0.24600,7.60
0.24700,7.58
0.24800,7.57
0.24900,7.57
0.25000,7.69
0.25100,7.67
0.25200,7.58
0.25300,7.59
0.25400,7.60
0.25500,7.60
0.25600,7.60
0.25700,7.60
0.25800,7.60
0.25900,7.60
0.26000,7.55
0.26100,7.54
0.26200,7.60
0.26300,7.60
0.26400,7.60
0.26500,7.59
0.26600,7.63
0.26700,7.63
0.26800,7.59
0.26900,7.57
0.27000,7.61
0.27100,7.64
0.27200,7.59
0.27300,7.60
0.27400,7.60
0.27500,7.60
0.27600,7.58
0.27700,7.59
0.27800,7.61
0.27900,7.61
0.28000,7.54
0.28100,7.52
0.28200,7.60
0.28300,7.60
0.28400,7.61
0.28500,7.61
0.28600,7.64
0.28700,7.63
0.28800,7.58
0.28900,7.60
0.29000,7.69
0.29100,7.68
0.29200,7.61
0.29300,7.60
0.29400,7.60
0.29500,7.61
0.29600,7.58
0.29700,7.59
0.29800,7.62
0.29900,7.62
0.30000,7.55
0.30100,7.62
0.30200,7.60
0.30300,7.59
0.30400,7.60
0.30500,7.61
0.30600,7.64
0.30700,7.64
0.30800,7.64
0.30900,7.60
0.31000,7.51
0.31100,7.60
0.31200,7.61
0.31300,7.59
0.31400,7.60
0.31500,7.60
0.31600,7.59
0.31700,7.60
0.31800,7.58
0.31900,7.60
0.32000,7.60
0.32100,7.60
0.32200,7.59
0.32300,7.59
0.32400,7.60
0.32500,7.59
0.32600,7.58
0.32700,7.56
0.32800,7.63
0.32900,7.56
0.33000,7.69
0.33100,7.66
0.33200,7.59
0.33300,7.60
0.33400,7.60
0.33500,7.58
0.33600,7.57
0.33700,7.58
0.33800,7.58
0.33900,7.59
0.34000,7.70
0.34100,7.68
0.34200,7.58
0.34300,7.58
0.34400,7.58
0.34500,7.58
0.34600,7.58
0.34700,7.59
0.34800,7.59
0.34900,7.60
0.35000,7.51
0.35100,7.54
0.35200,7.59
0.35300,7.59
0.35400,7.59
0.35500,7.58
0.35600,7.59
0.35700,7.57
0.35800,7.58
0.35900,7.58
0.36000,7.47
0.36100,7.62
0.36200,7.59
0.36300,7.57
0.36400,7.57
0.36500,7.57
0.36600,7.58
0.36700,7.58
0.36800,7.57
0.36900,7.57
0.37000,7.68
0.37100,7.62
0.37200,7.58
0.37300,7.59
0.37400,7.59
0.37500,7.58
0.37600,7.55
0.37700,7.58
0.37800,7.59
0.37900,7.58
0.38000,7.46
0.38100,7.53
0.38200,7.58
0.38300,7.57
0.38400,7.58
0.38500,7.58
0.38600,7.62
0.38700,7.60
0.38800,7.55
0.38900,7.59
0.39000,7.56
0.39100,7.58
0.39200,7.57
0.39300,7.56
0.39400,7.57
0.39500,7.58
0.39600,7.55
0.39700,7.56
0.39800,7.58
0.39900,7.57
0.40000,7.48
0.40100,7.51
0.40200,7.57
0.40300,7.57
0.40400,7.57
